Direction,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,session,participant,date,expName,psychopyVersion,frameRate,
Down.png,0,0,0,0,001,,2018_Dec_24_1054,untitled,1.85.2,59.540251498350074,
