Direction,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,session,participant,date,expName,psychopyVersion,frameRate,
Right.png,0,0,0,3,001,n,2018_Dec_22_2015,untitled,1.85.2,59.87706853552139,
Left.png,0,1,1,2,001,n,2018_Dec_22_2015,untitled,1.85.2,59.87706853552139,
Up.png,0,2,2,1,001,n,2018_Dec_22_2015,untitled,1.85.2,59.87706853552139,
Down.png,0,3,3,0,001,n,2018_Dec_22_2015,untitled,1.85.2,59.87706853552139,
