Direction,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,session,participant,date,expName,psychopyVersion,frameRate,
Left.png,0,0,0,2,001,,2019_Jan_23_1628,untitled,1.85.2,59.6482336089875,
