Direction,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,session,participant,date,expName,psychopyVersion,frameRate,
Right.png,0,0,0,2,001,,2019_Jan_28_1231,untitled,3.0.0b12,59.86184006854423,
